batter,batting_team,bowling_team,venue,season,over_category,total_runs,balls_faced_x,runs_scored,balls_faced_y,strike_rate,venue_avg_runs
A Mishra,Delhi Daredevils,Rajasthan Royals,Sawai Mansingh Stadium,2007/08,Middle,4,5,134,205,65.3658536585366,12.5
A Mishra,Delhi Daredevils,Rajasthan Royals,SuperSport Park,2009,Death,0,4,237,221,107.23981900452489,4.333333333333333
A Mishra,Delhi Daredevils,Rajasthan Royals,Wankhede Stadium,2007/08,Middle,2,5,134,205,65.3658536585366,7.0
A Mishra,Delhi Daredevils,Rising Pune Supergiant,Feroz Shah Kotla,2017,Death,13,10,237,221,107.23981900452489,7.0
A Mishra,Delhi Daredevils,Royal Challengers Bangalore,Feroz Shah Kotla,2015,Middle,2,4,134,205,65.3658536585366,7.0
A Mishra,Delhi Daredevils,Royal Challengers Bangalore,Feroz Shah Kotla,2017,Death,7,4,237,221,107.23981900452489,7.0
A Mishra,Delhi Daredevils,Royal Challengers Bangalore,M.Chinnaswamy Stadium,2017,Death,8,14,237,221,107.23981900452489,8.0
A Mishra,Lucknow Super Giants,Royal Challengers Bangalore,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,Death,13,12,237,221,107.23981900452489,19.0
A Mishra,Lucknow Super Giants,Royal Challengers Bangalore,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023,Middle,6,18,134,205,65.3658536585366,19.0
A Mishra,Sunrisers Hyderabad,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",2013,Middle,6,11,134,205,65.3658536585366,7.0
A Mishra,Sunrisers Hyderabad,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",2013,Powerplay,9,10,10,14,71.42857142857143,7.0
A Mishra,Sunrisers Hyderabad,Chennai Super Kings,"Rajiv Gandhi International Stadium, Uppal",2013,Middle,6,8,134,205,65.3658536585366,7.142857142857143
A Mishra,Sunrisers Hyderabad,Delhi Daredevils,Feroz Shah Kotla,2013,Death,16,14,237,221,107.23981900452489,7.0
A Mishra,Sunrisers Hyderabad,Kings XI Punjab,Sharjah Cricket Stadium,2014,Death,4,5,237,221,107.23981900452489,4.0
A Mishra,Sunrisers Hyderabad,Kolkata Knight Riders,Eden Gardens,2013,Death,1,1,237,221,107.23981900452489,10.2
A Mishra,Sunrisers Hyderabad,Pune Warriors,Maharashtra Cricket Association Stadium,2013,Death,17,12,237,221,107.23981900452489,30.0
A Mishra,Sunrisers Hyderabad,Pune Warriors,Maharashtra Cricket Association Stadium,2013,Middle,13,14,134,205,65.3658536585366,30.0
A Mishra,Sunrisers Hyderabad,Rajasthan Royals,"Sardar Patel Stadium, Motera",2014,Death,0,2,237,221,107.23981900452489,0.0
A Mishra,Sunrisers Hyderabad,Rajasthan Royals,Sawai Mansingh Stadium,2013,Middle,20,29,134,205,65.3658536585366,12.5
A Mishra,Sunrisers Hyderabad,Rajasthan Royals,Sawai Mansingh Stadium,2013,Powerplay,1,4,10,14,71.42857142857143,12.5
A Mithun,Royal Challengers Bangalore,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",2011,Middle,11,8,21,15,140.0,11.0
A Mithun,Royal Challengers Bangalore,Delhi Daredevils,Feroz Shah Kotla,2009/10,Death,5,4,13,11,118.18181818181819,2.5
A Mithun,Royal Challengers Bangalore,Delhi Daredevils,Feroz Shah Kotla,2011,Death,0,2,13,11,118.18181818181819,2.5
A Mithun,Royal Challengers Bangalore,Kings XI Punjab,Himachal Pradesh Cricket Association Stadium,2011,Middle,10,7,21,15,140.0,10.0
A Mithun,Royal Challengers Bangalore,Kings XI Punjab,M Chinnaswamy Stadium,2011,Death,6,3,13,11,118.18181818181819,6.0
A Mithun,Royal Challengers Bangalore,Kolkata Knight Riders,JSCA International Stadium Complex,2013,Death,2,2,13,11,118.18181818181819,2.0
A Mukund,Chennai Super Kings,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk",2007/08,Death,0,1,0,1,0.0,0.0
A Mukund,Royal Challengers Bangalore,Rajasthan Royals,Sawai Mansingh Stadium,2013,Middle,1,3,1,3,33.33333333333333,19.0
A Mukund,Royal Challengers Bangalore,Rajasthan Royals,Sawai Mansingh Stadium,2013,Powerplay,18,19,18,19,94.73684210526315,19.0
A Nehra,Chennai Super Kings,Kolkata Knight Riders,Eden Gardens,2015,Death,1,4,36,60,60.0,0.5
A Nehra,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,2015,Death,0,1,36,60,60.0,0.3333333333333333
A Nehra,Chennai Super Kings,Royal Challengers Bangalore,M Chinnaswamy Stadium,2015,Death,0,1,36,60,60.0,0.0
A Nehra,Chennai Super Kings,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk",2015,Death,0,1,36,60,60.0,0.3333333333333333
A Nehra,Delhi Daredevils,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",2013,Death,0,1,36,60,60.0,0.3333333333333333
A Nehra,Delhi Daredevils,Deccan Chargers,Feroz Shah Kotla,2009/10,Death,17,13,36,60,60.0,11.5
A Nehra,Delhi Daredevils,Deccan Chargers,Feroz Shah Kotla,2009/10,Middle,5,3,5,3,166.66666666666669,11.5
A Nehra,Delhi Daredevils,Kings XI Punjab,Feroz Shah Kotla,2009/10,Death,1,4,36,60,60.0,11.5
A Nehra,Delhi Daredevils,Kings XI Punjab,OUTsurance Oval,2009,Death,1,1,36,60,60.0,1.0
A Nehra,Delhi Daredevils,Kolkata Knight Riders,Eden Gardens,2013,Death,0,1,36,60,60.0,0.5
A Nehra,Delhi Daredevils,Mumbai Indians,Wankhede Stadium,2013,Death,1,5,36,60,60.0,0.3333333333333333
A Nehra,Delhi Daredevils,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2013,Death,0,1,36,60,60.0,0.5
A Nehra,Mumbai Indians,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",2007/08,Death,1,2,36,60,60.0,0.3333333333333333
A Nehra,Mumbai Indians,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",2007/08,Death,2,10,36,60,60.0,2.0
A Nehra,Mumbai Indians,Kings XI Punjab,Wankhede Stadium,2007/08,Death,0,1,36,60,60.0,0.3333333333333333
A Nehra,Pune Warriors,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",2012,Death,2,5,36,60,60.0,2.0
A Nehra,Pune Warriors,Rajasthan Royals,Sawai Mansingh Stadium,2012,Death,9,8,36,60,60.0,9.0
A Nehra,Sunrisers Hyderabad,Delhi Daredevils,"Rajiv Gandhi International Stadium, Uppal",2016,Death,1,1,36,60,60.0,0.5
A Nortje,Delhi Capitals,Chennai Super Kings,"Arun Jaitley Stadium, Delhi",2023,Death,0,1,46,44,104.54545454545455,2.25
A Nortje,Delhi Capitals,Chennai Super Kings,"Dr DY Patil Sports Academy, Mumbai",2022,Death,0,3,46,44,104.54545454545455,1.0
A Nortje,Delhi Capitals,Chennai Super Kings,"Dr DY Patil Sports Academy, Mumbai",2022,Middle,1,4,3,7,42.857142857142854,1.0
A Nortje,Delhi Capitals,Gujarat Titans,"Arun Jaitley Stadium, Delhi",2023,Death,4,2,46,44,104.54545454545455,2.25
A Nortje,Delhi Capitals,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",2023,Death,3,6,46,44,104.54545454545455,3.0
A Nortje,Delhi Capitals,Kings XI Punjab,Dubai International Cricket Stadium,2020/21,Death,3,1,46,44,104.54545454545455,2.0
A Nortje,Delhi Capitals,Kolkata Knight Riders,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2024,Death,3,5,46,44,104.54545454545455,4.0
A Nortje,Delhi Capitals,Kolkata Knight Riders,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2024,Middle,1,2,3,7,42.857142857142854,4.0
A Nortje,Delhi Capitals,Mumbai Indians,"Arun Jaitley Stadium, Delhi",2023,Death,5,3,46,44,104.54545454545455,2.25
A Nortje,Delhi Capitals,Rajasthan Royals,"Barsapara Cricket Stadium, Guwahati",2023,Death,0,1,46,44,104.54545454545455,0.0
A Nortje,Delhi Capitals,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",2023,Death,22,13,46,44,104.54545454545455,23.0
A Nortje,Delhi Capitals,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",2023,Middle,1,1,3,7,42.857142857142854,23.0
A Nortje,Delhi Capitals,Sunrisers Hyderabad,"Arun Jaitley Stadium, Delhi",2024,Death,0,2,46,44,104.54545454545455,2.25
A Nortje,Delhi Capitals,Sunrisers Hyderabad,Dubai International Cricket Stadium,2020/21,Death,1,3,46,44,104.54545454545455,2.0
A Nortje,Delhi Capitals,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2023,Death,2,2,46,44,104.54545454545455,2.0
A Nortje,Delhi Capitals,Sunrisers Hyderabad,Sheikh Zayed Stadium,2020/21,Death,3,2,46,44,104.54545454545455,3.0
A Raghuvanshi,Kolkata Knight Riders,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",2024,Powerplay,24,18,89,60,148.33333333333334,24.0
A Raghuvanshi,Kolkata Knight Riders,Delhi Capitals,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2024,Middle,41,22,74,49,151.0204081632653,54.0
A Raghuvanshi,Kolkata Knight Riders,Delhi Capitals,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2024,Powerplay,13,6,89,60,148.33333333333334,54.0
A Raghuvanshi,Kolkata Knight Riders,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2024,Middle,24,20,74,49,151.0204081632653,32.0
A Raghuvanshi,Kolkata Knight Riders,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2024,Powerplay,8,8,89,60,148.33333333333334,32.0
A Raghuvanshi,Kolkata Knight Riders,Lucknow Super Giants,"Eden Gardens, Kolkata",2024,Powerplay,7,6,89,60,148.33333333333334,13.333333333333334
A Raghuvanshi,Kolkata Knight Riders,Mumbai Indians,"Wankhede Stadium, Mumbai",2024,Powerplay,13,7,89,60,148.33333333333334,13.0
A Raghuvanshi,Kolkata Knight Riders,Rajasthan Royals,"Eden Gardens, Kolkata",2024,Middle,9,7,74,49,151.0204081632653,13.333333333333334
A Raghuvanshi,Kolkata Knight Riders,Rajasthan Royals,"Eden Gardens, Kolkata",2024,Powerplay,21,11,89,60,148.33333333333334,13.333333333333334
A Raghuvanshi,Kolkata Knight Riders,Royal Challengers Bengaluru,"Eden Gardens, Kolkata",2024,Powerplay,3,4,89,60,148.33333333333334,13.333333333333334
A Singh,Rajasthan Royals,Chennai Super Kings,Sawai Mansingh Stadium,2011,Death,1,2,2,8,25.0,1.0
A Singh,Rajasthan Royals,Delhi Daredevils,OUTsurance Oval,2009,Death,0,1,2,8,25.0,0.0
A Singh,Rajasthan Royals,Kolkata Knight Riders,Eden Gardens,2011,Middle,0,2,0,2,0.0,0.0
A Singh,Rajasthan Royals,Kolkata Knight Riders,Kingsmead,2009,Death,1,2,2,8,25.0,1.0
A Singh,Rajasthan Royals,Mumbai Indians,Wankhede Stadium,2012,Death,0,3,2,8,25.0,0.0
A Symonds,Deccan Chargers,Chennai Super Kings,Dr DY Patil Sports Academy,2009/10,Middle,23,23,598,491,121.79226069246437,6.8
A Symonds,Deccan Chargers,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",2009/10,Death,14,7,239,154,155.19480519480518,50.0
A Symonds,Deccan Chargers,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",2009/10,Middle,35,30,598,491,121.79226069246437,50.0
A Symonds,Deccan Chargers,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",2009/10,Powerplay,1,9,137,136,100.73529411764706,50.0
A Symonds,Deccan Chargers,Chennai Super Kings,"Vidarbha Cricket Association Stadium, Jamtha",2009/10,Death,17,12,239,154,155.19480519480518,20.333333333333332
A Symonds,Deccan Chargers,Chennai Super Kings,"Vidarbha Cricket Association Stadium, Jamtha",2009/10,Middle,10,13,598,491,121.79226069246437,20.333333333333332
A Symonds,Deccan Chargers,Delhi Daredevils,Barabati Stadium,2009/10,Middle,26,16,598,491,121.79226069246437,44.0
A Symonds,Deccan Chargers,Delhi Daredevils,Barabati Stadium,2009/10,Powerplay,9,8,137,136,100.73529411764706,44.0
A Symonds,Deccan Chargers,Delhi Daredevils,Feroz Shah Kotla,2009/10,Middle,49,27,598,491,121.79226069246437,54.0
A Symonds,Deccan Chargers,Delhi Daredevils,Feroz Shah Kotla,2009/10,Powerplay,5,3,137,136,100.73529411764706,54.0
A Symonds,Deccan Chargers,Delhi Daredevils,Kingsmead,2009,Death,3,4,239,154,155.19480519480518,41.0
A Symonds,Deccan Chargers,Delhi Daredevils,Kingsmead,2009,Middle,38,19,598,491,121.79226069246437,41.0
A Symonds,Deccan Chargers,Delhi Daredevils,"Rajiv Gandhi International Stadium, Uppal",2007/08,Middle,2,3,598,491,121.79226069246437,57.666666666666664
A Symonds,Deccan Chargers,Delhi Daredevils,"Rajiv Gandhi International Stadium, Uppal",2007/08,Powerplay,10,10,137,136,100.73529411764706,57.666666666666664
A Symonds,Deccan Chargers,Delhi Daredevils,SuperSport Park,2009,Middle,24,15,598,491,121.79226069246437,21.0
A Symonds,Deccan Chargers,Kings XI Punjab,Barabati Stadium,2009/10,Death,1,2,239,154,155.19480519480518,44.0
A Symonds,Deccan Chargers,Kings XI Punjab,Barabati Stadium,2009/10,Middle,44,27,598,491,121.79226069246437,44.0
A Symonds,Deccan Chargers,Kings XI Punjab,Barabati Stadium,2009/10,Powerplay,8,9,137,136,100.73529411764706,44.0
A Symonds,Deccan Chargers,Kings XI Punjab,De Beers Diamond Oval,2009,Death,33,16,239,154,155.19480519480518,45.0
A Symonds,Deccan Chargers,Kings XI Punjab,De Beers Diamond Oval,2009,Middle,27,21,598,491,121.79226069246437,45.0
A Symonds,Deccan Chargers,Kings XI Punjab,Himachal Pradesh Cricket Association Stadium,2009/10,Middle,4,7,598,491,121.79226069246437,4.0
A Symonds,Deccan Chargers,Kings XI Punjab,New Wanderers Stadium,2009,Middle,17,21,598,491,121.79226069246437,25.333333333333332
A Symonds,Deccan Chargers,Kings XI Punjab,New Wanderers Stadium,2009,Powerplay,8,5,137,136,100.73529411764706,25.333333333333332
A Symonds,Deccan Chargers,Kolkata Knight Riders,Dr DY Patil Sports Academy,2009/10,Middle,5,9,598,491,121.79226069246437,6.8
A Symonds,Deccan Chargers,Kolkata Knight Riders,Eden Gardens,2007/08,Death,14,7,239,154,155.19480519480518,38.5
A Symonds,Deccan Chargers,Kolkata Knight Riders,Eden Gardens,2007/08,Middle,13,28,598,491,121.79226069246437,38.5
A Symonds,Deccan Chargers,Kolkata Knight Riders,Eden Gardens,2007/08,Powerplay,5,6,137,136,100.73529411764706,38.5
A Symonds,Deccan Chargers,Kolkata Knight Riders,Eden Gardens,2009/10,Death,15,16,239,154,155.19480519480518,38.5
A Symonds,Deccan Chargers,Kolkata Knight Riders,Eden Gardens,2009/10,Middle,30,23,598,491,121.79226069246437,38.5
A Symonds,Deccan Chargers,Kolkata Knight Riders,New Wanderers Stadium,2009,Death,10,6,239,154,155.19480519480518,25.333333333333332
A Symonds,Deccan Chargers,Kolkata Knight Riders,New Wanderers Stadium,2009,Middle,8,7,598,491,121.79226069246437,25.333333333333332
A Symonds,Deccan Chargers,Mumbai Indians,Brabourne Stadium,2009/10,Middle,19,16,598,491,121.79226069246437,21.0
A Symonds,Deccan Chargers,Mumbai Indians,Brabourne Stadium,2009/10,Powerplay,2,3,137,136,100.73529411764706,21.0
A Symonds,Deccan Chargers,Mumbai Indians,Dr DY Patil Sports Academy,2009/10,Powerplay,1,7,137,136,100.73529411764706,6.8
A Symonds,Deccan Chargers,Rajasthan Royals,De Beers Diamond Oval,2009,Middle,20,15,598,491,121.79226069246437,45.0
A Symonds,Deccan Chargers,Rajasthan Royals,De Beers Diamond Oval,2009,Powerplay,10,4,137,136,100.73529411764706,45.0
A Symonds,Deccan Chargers,Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal",2007/08,Death,24,10,239,154,155.19480519480518,57.666666666666664
A Symonds,Deccan Chargers,Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal",2007/08,Middle,70,30,598,491,121.79226069246437,57.666666666666664
A Symonds,Deccan Chargers,Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal",2007/08,Powerplay,23,17,137,136,100.73529411764706,57.666666666666664
A Symonds,Deccan Chargers,Rajasthan Royals,"Sardar Patel Stadium, Motera",2009/10,Middle,4,2,598,491,121.79226069246437,22.0
A Symonds,Deccan Chargers,Rajasthan Royals,"Sardar Patel Stadium, Motera",2009/10,Powerplay,18,13,137,136,100.73529411764706,22.0
A Symonds,Deccan Chargers,Rajasthan Royals,"Vidarbha Cricket Association Stadium, Jamtha",2009/10,Middle,8,9,598,491,121.79226069246437,20.333333333333332
A Symonds,Deccan Chargers,Rajasthan Royals,"Vidarbha Cricket Association Stadium, Jamtha",2009/10,Powerplay,7,11,137,136,100.73529411764706,20.333333333333332
A Symonds,Deccan Chargers,Royal Challengers Bangalore,Dr DY Patil Sports Academy,2009/10,Powerplay,2,8,137,136,100.73529411764706,6.8
A Symonds,Deccan Chargers,Royal Challengers Bangalore,M Chinnaswamy Stadium,2009/10,Death,33,12,239,154,155.19480519480518,53.0
A Symonds,Deccan Chargers,Royal Challengers Bangalore,M Chinnaswamy Stadium,2009/10,Middle,20,13,598,491,121.79226069246437,53.0
A Symonds,Deccan Chargers,Royal Challengers Bangalore,New Wanderers Stadium,2009,Middle,12,9,598,491,121.79226069246437,25.333333333333332
A Symonds,Deccan Chargers,Royal Challengers Bangalore,New Wanderers Stadium,2009,Powerplay,21,12,137,136,100.73529411764706,25.333333333333332
A Symonds,Deccan Chargers,Royal Challengers Bangalore,SuperSport Park,2009,Middle,18,17,598,491,121.79226069246437,21.0
A Symonds,Deccan Chargers,Royal Challengers Bangalore,"Vidarbha Cricket Association Stadium, Jamtha",2009/10,Death,3,7,239,154,155.19480519480518,20.333333333333332
A Symonds,Deccan Chargers,Royal Challengers Bangalore,"Vidarbha Cricket Association Stadium, Jamtha",2009/10,Middle,16,14,598,491,121.79226069246437,20.333333333333332
A Symonds,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,2011,Death,13,11,239,154,155.19480519480518,12.6
A Symonds,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,2011,Middle,18,18,598,491,121.79226069246437,12.6
A Symonds,Mumbai Indians,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",2011,Death,27,15,239,154,155.19480519480518,57.666666666666664
A Symonds,Mumbai Indians,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",2011,Middle,17,18,598,491,121.79226069246437,57.666666666666664
A Symonds,Mumbai Indians,Deccan Chargers,Wankhede Stadium,2011,Middle,6,12,598,491,121.79226069246437,12.6
A Symonds,Mumbai Indians,Deccan Chargers,Wankhede Stadium,2011,Powerplay,2,7,137,136,100.73529411764706,12.6
A Symonds,Mumbai Indians,Delhi Daredevils,Wankhede Stadium,2011,Death,4,4,239,154,155.19480519480518,12.6
A Symonds,Mumbai Indians,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",2011,Middle,3,3,598,491,121.79226069246437,8.0
A Symonds,Mumbai Indians,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",2011,Powerplay,5,4,137,136,100.73529411764706,8.0
A Symonds,Mumbai Indians,Kings XI Punjab,Wankhede Stadium,2011,Death,4,6,239,154,155.19480519480518,12.6
A Symonds,Mumbai Indians,Pune Warriors,Dr DY Patil Sports Academy,2011,Death,3,3,239,154,155.19480519480518,6.8
A Symonds,Mumbai Indians,Pune Warriors,Wankhede Stadium,2011,Death,15,12,239,154,155.19480519480518,12.6
A Symonds,Mumbai Indians,Pune Warriors,Wankhede Stadium,2011,Middle,1,3,598,491,121.79226069246437,12.6
A Symonds,Mumbai Indians,Rajasthan Royals,Sawai Mansingh Stadium,2011,Death,6,4,239,154,155.19480519480518,17.0
A Symonds,Mumbai Indians,Rajasthan Royals,Sawai Mansingh Stadium,2011,Middle,11,23,598,491,121.79226069246437,17.0
A Tomar,Kolkata Knight Riders,Lucknow Super Giants,"Dr DY Patil Sports Academy, Mumbai",2022,Powerplay,4,8,4,8,50.0,4.0
A Uniyal,Rajasthan Royals,Delhi Daredevils,"Sardar Patel Stadium, Motera",2009/10,Death,4,6,4,7,57.14285714285714,4.0
A Uniyal,Rajasthan Royals,Mumbai Indians,Brabourne Stadium,2009/10,Death,0,1,4,7,57.14285714285714,0.0
A Zampa,Rajasthan Royals,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",2023,Death,1,1,5,6,83.33333333333334,1.0
A Zampa,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",2023,Death,4,4,5,6,83.33333333333334,4.5
A Zampa,Rajasthan Royals,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",2023,Middle,3,6,10,19,52.63157894736842,4.5
A Zampa,Rajasthan Royals,Royal Challengers Bangalore,"Sawai Mansingh Stadium, Jaipur",2023,Middle,2,6,10,19,52.63157894736842,4.5
A Zampa,Rising Pune Supergiant,Delhi Daredevils,Maharashtra Cricket Association Stadium,2017,Middle,5,7,10,19,52.63157894736842,5.0
A Zampa,Rising Pune Supergiants,Sunrisers Hyderabad,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016,Death,0,1,5,6,83.33333333333334,0.0
AA Bilakhia,Deccan Chargers,Chennai Super Kings,Kingsmead,2009,Death,11,10,34,28,121.42857142857142,12.0
AA Bilakhia,Deccan Chargers,Chennai Super Kings,Kingsmead,2009,Middle,1,4,8,20,40.0,12.0
AA Bilakhia,Deccan Chargers,Delhi Daredevils,SuperSport Park,2009,Middle,6,14,8,20,40.0,16.0
AA Bilakhia,Deccan Chargers,Delhi Daredevils,SuperSport Park,2009,Powerplay,26,35,27,40,67.5,16.0
AA Bilakhia,Deccan Chargers,Rajasthan Royals,St George's Park,2009,Powerplay,1,5,27,40,67.5,1.0
AA Bilakhia,Deccan Chargers,Rajasthan Royals,"Vidarbha Cricket Association Stadium, Jamtha",2009/10,Death,1,2,34,28,121.42857142857142,2.0
AA Bilakhia,Deccan Chargers,Rajasthan Royals,"Vidarbha Cricket Association Stadium, Jamtha",2009/10,Middle,1,2,8,20,40.0,2.0
AA Bilakhia,Deccan Chargers,Royal Challengers Bangalore,New Wanderers Stadium,2009,Death,6,8,34,28,121.42857142857142,6.0
AA Bilakhia,Deccan Chargers,Royal Challengers Bangalore,SuperSport Park,2009,Death,16,8,34,28,121.42857142857142,16.0
AA Chavan,Rajasthan Royals,Delhi Daredevils,Sawai Mansingh Stadium,2012,Death,7,6,11,8,137.5,7.0
AA Chavan,Rajasthan Royals,Kochi Tuskers Kerala,Holkar Cricket Stadium,2011,Middle,1,3,1,3,33.33333333333333,1.0
AA Chavan,Rajasthan Royals,Mumbai Indians,Wankhede Stadium,2012,Death,4,2,11,8,137.5,4.0
AA Jhunjhunwala,Deccan Chargers,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",2012,Death,1,1,53,40,132.5,4.0
